comment
"Сама не ожидала от себя, что меня так растрогает обаяние, откровенность и простота в хорошем смысле этого слова Саши Зубарева!"
Открыл для себя Александра Зубарева по новому. Самый интересный выпуск
Саша Зубарев талантище и просто очень хороший человек.
Случайно наткнулся на вашу встречу.  Лучшее интервью ! Спасибо! 
"Единственное интервью, которое я посмотрела на одном дыхании. Это какое-то безумие. И посмеяться. И слезу пустить. Спасибо Вписке и ОГРОМНОЕ СПАСИБО ОТЦУ за искренность. "
"Зубарев открылся для меня совершенно с другой стороны.Очень душевный,открытый,интересный человек.Спасибо «Вписка» за потрясающее интервью "
"До этого интервью мне просто импонировали его ролики, после этого интервью появилось хорошее, респектабельное отношение что справился со всем г..м что приходись пережить и идет в нужном и лучшем направлении "
"Человек открылся с совсем другой стороны. Где-то с одной стороны видосы в тик ток, а с другой начитанный, разносторонний, образованный. И просто интересный. Однозначно уважение "
"Саша это тот человек, который полностью заслуживает свою популярность. Он реально очень хороший человек."
когда услышала про кота я прослезилась ... сразу видно что у него есть большая добрая душа .Крутой чувак !
Спасибо за интервью. Огромное  уважение к Саше. 
"Самое лучшее интервью   , самый лучший выпуск "
"Тяжело было слушать про детство, семью, наркотики…Зубарев молодец, выбраться из такого пути пути сильно! Респект"
"После такого теплого, душевного и откровенного интервью с этим замечательным человеком, захотелось до безумия его обнять. Отец, ты самый лучший, мы очень тебя любим!"
"Такой классный парень. Достойный,умный,юморной и добрый. Спасибо!!!:-)"
"Мужики, лучший выпуск!"
"я даже подумать не мог, что за таким позитивным человеком может стоять на столько тяжкое, страшное и пугающее прошлое"
"Очень откровенно, честно, я и плакала и смеялась. Александра видела только в инстаграме, смешной чувак, близок, потому что в Китае. А вот оказывается, человек глубокий, мыслящий, меняющийся, говорящий открыто. Спасибо ребята, что сделали такое интервью"
"Он душевный человек,я и сочувствовала ему о его жизни раньше,про брата когда рассказывал и посмеялась от души над приколами)))"
"Поистине прекрасный человек, очень приятно просто было слушать, даже не представляю как будет в реальной жизни."
"У аудитории есть запрос на адекватных , взрослых гостей, а не на дегенератов. Отсюда и рекорд по просмотрам. Саня-крутой, самобытный чел, с грустным прошлым,потрясающим настоящим и надеюсь, счастливым будущем.респект"
"Чем больше узнаем Зубарева, тем больше уважения он вызывает"
"Узнала этого замечательного челоаека благодаря сыну,он смотрел его видосы с его котиками и показал мне и мы залипли"
"По душе мне этот парень с необычной и не простой судьбой. Удачи тебе, у тебя всё будет хорошо"
"Очень подкупает его честность и открытость , в то же время чувствуется вся его боль и переживания "
"Слишком мало Зубарева, выпуск должен минимум часов 5 длится, глобальнейший человек, безумец-пельменолог!!! Очень круто, спасибо за выпуск!"
"Какой же Зубарев искренний,открытый"
Прошел огонь и воду. И вышел победителем.Еще и с чуством юмора.Уважение и куча лайков за все.И за искренность отдельный лайк
"«Если будет мальчик, я разыграю его у вас на шоу» "
"Не разу не перемотала, не пропустила ни секунды"
"Душевный , классный Зубарев смотрю и смотрю... "
"Какие ребята молодцы, те которые спасли парня от зависимости. Просто браво им!!! Не каждый друг на такое пойдёт."
"Мне 25 лет ,я смотрел практически все выпуски вписки,но этот выпуск просто самый лучший ,спасибо вписке за 2 часа ахуенного времени.И спасибо отцу за то что есть ,надеюсь если вдруг ты это прочтешь ,оставайся всегда таким же ,на таких людях держится мир"
Кайфовый такой 
Я не понимаю почему я постоянно смотрю все видосы с Зубом
"Смотря интервью всё же понимаю, что вся это веселость, позитив и шутки — сублимация тяжелой жизни. По этим людям и не скажешь через что прошли. Уважение герою "
"Жесть, я понимаю как тяжело было Зубареву рассказывать про брата, но я благодарен, что люди услышат о последствиях как они есть"
"Блин,после видео я ещё больше влюбился в Зубарева."
"Не думала, что Зуб столько всего пережил, правда грустно, но он справился со всем, и это прямое доказательство того, что чтобы не происходило, где бы вы не оказались психологически и эмоционально, вы выберитесь, вы сильны!!"
"Я уже забыла, когда я такие долгие интервью смотрела,но Зубарев конечно-это что-то с чем-то"
"Когда Зубарев рассказывает ""про отца ,маму , брата"" и мне кажется что в его глазах он снова проходит этот путь"
Очень интересное интервью
"Отличное интервью, Саша Зубарев the best ,удачи земляку"
"Первая вписка которую посмотрел на одном дыхании, спасибо парни что съездили к такому замечательному человеку!!! Низкий поклон!!!"
"Рассказав историю о своем брате и маме, отец не заплакал, не смотря на всю пережитую боль… а я заплакал."
"Классный выпуск - легко, весело, интересно, познавательно, есть над чем подумать, есть где сгруснуть, в общем вся палитра ощущений в процессе интервью в полной мере испытана, за что спасибо! Желаю Александру, чтобы он до конца обрёл счастье и вернулся домой в мирный Донецк к живой, невредимой и  здоровой маме! Всем добра и мира!"
Пришел спустя год пересмотреть еще раз
"Как же тяжело было слушать про смерть брата и наркотики, комок в горле и переживания за Сашу на протяжении этого рассказа."
"Что творится за маской смеха и улыбки этого человека, спасибо что поделился таким откровением с нами"
Посмотрела с огромным удовольствием этот выпуск. Ребята вы красавчики) 
"Саша я восхищаюсь твоим мужеством в сочетании с тонкой, нежной,доброй душой и огромным сердцем!!!"
"Я в шоке. Такой сильный человек! Так раскрылся, отец, ты просто эталон. Миллион пельменей, два миллиона юаней, мир в душе! Просто лучший! "
"как я рад, что о зубареве стало узнавать больше людей, радуюсь как за родного человека"
"Выпуск который я перематывал не вперёд ,а "
2
"Тяжелое бремя ...Саша , я вижу , какой вы сильный человечище...Всегда чувствовала ,что вы очень страдали,поэтому такой сарказм...Благодарю за этот ввпуск."
"Александр Зубарев это человек с большой буквы,  насколько же он сильный, настолько и талантливый и невероятно обаятельный, я искренне рада что у него все получилось, всем спасибо за выпуск, такого душевного контента я уже давно не смотрела"
"Даже о трудном детстве Саня рассказывает душевно, без печали в голосе, а у меня слёзы наворачиваются"
"Я не знаком с этим человеком, вернее с его работами, творчеством. Но мне очень интересно его слушать! Уникальный человек, уважение с нулевой"
Отец клёвый 
"Я раньше думала что Зубарев   пустой   человек. А теперь я по другому  смотрю  на этого  умного, мудрого человека, который познал жизнь  со всех сторон. И теперь достигший уровня остался таким же простым как и был"
"Очень тронул момент, когда Саша рассказывал о своем брате. Никогда не видела у него столько боли в глазах и голосе. Даже представить не могла, что этот позитивный человек пережил такие вещи... Я и так всегда с уважением относилась к Зубареву, но теперь уважаю его в 10 раз больше. Человек с большой буквы. Спасибо за интервью!"
Целиком посмотрела выпуск пока готовила пирог. Спасибо! я чуть не захлебнулась слюной на моменте с пельменями
"Мир меняется, Колян, а ты нет!!! Ты красава, смотрю тебя давно.. Жму руку и так держать!!!"
"Сколько эмоций перенесла пока смотрела интервью... И смех, и печаль, и слезы наворачивались...На одном дыхании смотрела. Спасибо за классного, интересного гостя!"
Только зубарев может довести до слез историей и через секунду перевести их в смех 
"Смотрю третий раз , увидела Зуборева тут впервые потом на его канал рванула"
"Второй раз уже смотрю, очень интересно и познавательно. Только благодаря Зубареву я подсел на дамплинги, да и вообще узнал что это такое.))"
"Теперь я понимаю почему Зубарев очень популярный,  потому что он очень простой, добрый и невысокомерный. Счастья вам Отец, вам и вашей ""воровке"". Я вас люблю"
Оооч крутой выпуск
это потрясающее интервью
"Таких сильнейших людей еще не встречал, очень поразило и продолжает поражать то, как Саша прошел свой нелёгкий жизненный путь, как дальше продолжает двигаться на пути к победе."
"Они так сдружились, так комфортно от них, отец просто лучший… Прошел такие тяжелые времена… Всегда любил его смотреть и дальше буду!"
Мне этот чувак нравится всё больше и больше!Открытый и искренний 
Очень интерессное интервью 
Мало! Нужно было часов 5-7! Зубарева можно смотреть и слушать бесконечно!
"90-е... до слёз. Сколько хороших ребят и девчат мы потеряли. И в прямом, и в переносном смысле. Страшное время было."
"Очень приятный человек,хочу дорасти до его уровня"
"Все всё понимают. Спасибо, что откровенно рассказал Саш. Береги себя"
Какой же он крутой!
"Это первый раз когда смотрю вписку ,потому что нельзя не посмотреть с таким крутым гостем ,Зубареву только уважение ,отец мы тебя любим ."
"Спасибо,за интервью.Саша я очень верю в то,что все закончиться и мы все вернемся домой в наш Донецк Будем пить кофе на Набережной и просто гулять по любимому городу.Обязательно всеретися"
Впервые слушаю Зубарева. Я в восторге. Лучшее интервью за последние годы на русском.
"Это лучшее интервью в моей жизни, которое я смотрел. Пробрало до глубины души. Действительно правда, что никто даже не подозревает, сколько боли в душе весёлого человека"
"От слез грусти, до слез смеха на протяжении двух с половиной часов. Невероятный человек с такой харизмой и такой судьбой. Только восхищение и уважение !"
С удовольствием прошел просмотр. Спасибо ребята. Всем добра
"Много раз видела его в нарезках...первый раз смотрю интервью,  супер харизматичный очень искренний ))))"
"Мне 42, взрослый мужик, трое детей, главного героя не знаю и никогда про него не слышал. Посмотрю думаю и промотаю че за тип, присел и посмотрел все в захлеб! Жизненный парень, умный, много прошел как и я сам в 90е.. спасибо автору!"
"Мне не хватило двух часов, хочется слушать и слушать этого человека"
"Конкурс. О, как вкусно ты жуёшь пельмень, Люблю тебя,спасибо за Эфир)"
"Второй раз пересматриваю, супер, большое спасибо!"
"Человек который добился своими силами  всего и остался "" пацаном с района "" ,  только одно ,уважение к тебе Александр."
"Вся жизнь за 2,5 часа. На одном дыхании. Спасибо создателям и участникам."
"Александр красавчик. Открытый, умный, искренний, добрый -- одно удовольствие его слушать. Заметно, что ему не хватает общения с земляками)"
"Зубарев совсем по другому для меня открылся после этого выпуска.Честный,добрый мужик ! Хочется ему руку пожать."
Какая тяжелая судьба... Я рад что у Зубарева все хорошо сейчас...
"Не угарал по Зубореву, но после того как посмотрел этот видос, почему то, получил ощущение того, что знаком с ним уже сотню лет и пережил с ним все эти эмоции, такое приятное с свободное общение, спасибо Вписка"
Спасибо за выпуск 
Два полюса: глубочайшая грусть в душе и искрометный весельчак снаружи!  
Какой же сильный человек. У меня  слеза текла такая нихуёвая в некоторых моментах ибо я понимаю то что он пережил . 
"мне капец как жаль Отца...когда он рассказывал о брате, маме, семье в целом, прям сердце щемило"
ОБОЖАЮ АЛЕКСАНДРА 
"Вот она живая легенда нашего человечества, живая легенда о таком человеке должны знать, помнить и писать книги как пример подрожания"
"Так классно, что он помог котикам "
"после это интревью, я теперь не только люблю его как медийную личность. Но и стал очень глубоко уважать как человека. Счастье ему"
"Да, я пересмотрю это видео ещё раз."
"Интервью отличное, Саша классный и интересный гость!) от души посмеялась) Луганская область передает привет! Тремпель и пайта никогда не исчезнут из моего лексикона)"
"Отношения к детям, самое лучшее, что есть у Зубарева. Он очень умный человек!!!"
"Это были одни из самых интересных 2.5 часа в моей жизни. Отец ты человек с большой буквы. Здоровья тебе, Маме и всем кто тебе дорог, и может следующая фраза прозвучит странно, но я скажу ""Спасибо что живой"""
Обожаю Зубарева
Посмотрела взахлеб
Самое сильное интервью за всю историю проекта. Особенно тронула часть про брата. Сам имею двоих младших. Без слез смотреть невозможно.
"2,5 часа без пауз.Саша-человек,которого по правде интересно слушать."
Ты сильный и простой человек 
"Ох мне понравилось, класс "
"Зубарев как будто прожил несколько жизней сразу, столько контрастов в одном человеке"
"Спасибо за откровенный разговор. Переживала вместе с Вами. Такие потери либо рушат судьбы, либо закаляют характер. Дай Вам бог здоровья на долгие годы. Будьте сачстливы Александр."
"Хорошее, искреннее интервью"
Эту лучше два с половиной часа проведенные на Ютуб !!
Саша спасибр Вам за интевью..я даже плакала на 1.48  теперь я знаю что ответить когда атака..благодарю..вы отличный искренний челрвек
"Какой же он мудрый ,искренний настоящий, человечище  одним словом , Саня дай бог тебе счастья"
"Да уж, как и многие, сел смотреть смешного мемного парня, а получил 2,5 часа вдумчивого, простого, открытого человека, с не самой простой судьбой, которого можно слушать бесконечно, как хорошего доброго друга! Спасибо ребят"
"""Если родится мальчик, я его разыграю у вас на шоу"""
"У этого человека тяжелое прошлое и то что он справился настоящее чудо. Он заслужил хорошей жизни. Я когда начал смотреть Зубарева, сделал правильный выбор, он настоящий "
"Вообще не ожидал такой истории жизни Зубарева, человек реально с большой буквы, удачи ему и успехов"
Просто лучший выпуск! Я обожаю тебя брат! Респект!
"Зубарев,красавчик,как-то раньше его не видел,до тех пор,пока не попался в реках тик-тока,думал изначально,что какой-то дурачок,а потом понял,что это далеко не так.С тех пор его смотрю,вызывает большое уважение.Саня,если ты это читаешь,привет тебе из Ленинского района Донецка)"
